Data Storage (GB),Software Licenses,Type of machine,GPU,File import,Export file size (MB),Time period,Cost in pounds
750,Text Analytics,32_128,NV12,No,0,6,50305.0098
750,Immersive Reader,16_64,None,No,0,36,43091.6316
50,None,64_256,NV12,No,100,12,5604.7021
750,None,4_16,None,No,2000,24,45421.2772
100,Immersive Reader,16_64,NC12,Yes,100,12,7325.1716
100,Speech Services,32_128,NV12,Yes,100,3,10206.0049
50,Text Analytics,16_64,NV12,Yes,0,12,4679.9516
500,Face,64_256,NC12 Promo,No,100,12,30381.0121
50,Speech Services,64_256,NV12,No,100,6,16040.529
100,Speaker,32_128,NV12s v3,No,5000,3,9415.2049
250,Speaker,4_16,NV12s v3,Yes,1000,12,15150.5304
1000,Immersive Reader,8_32,NC12 Promo,No,1000,12,57977.8108
250,Speech Services,32_128,NC12,No,1000,18,33068.5094
250,Speaker,64_256,NV12,Yes,0,18,50687.777
750,Speech Services,16_64,NC12 Promo,No,500,12,43774.9616
1000,Speech Services,4_16,NV12,Yes,500,18,60679.8454
1000,Face,4_16,NC12,No,100,3,58904.7209
750,Speaker,4_16,NV12,No,0,18,46372.5754
250,Speech Services,64_256,NC12,Yes,2000,6,27276.799
100,Text Analytics,4_16,NV12s v3,Yes,2000,12,6556.2404
1000,Speech Services,16_64,NV12s v3,Yes,5000,12,58258.2616
500,None,8_32,NC12,No,5000,3,30614.3418
750,Text Analytics,16_64,NV12s v3,No,100,18,51078.0478
1000,Speech Services,8_32,NV12s v3,No,100,3,58610.9718
50,Speaker,16_64,NV12s v3,No,5000,6,6119.0526
50,Immersive Reader,4_16,NV12,No,1000,6,5081.2418
250,None,16_64,None,Yes,2000,12,14573.9016
100,Text Analytics,8_32,None,Yes,0,24,10659.8244
100,Speech Services,32_128,None,Yes,500,3,8634.4349
1000,Immersive Reader,16_64,NC12 Promo,No,1000,18,65251.5578
100,None,8_32,None,Yes,500,12,5855.8408
50,None,8_32,NC12 Promo,Yes,500,6,4700.6936
100,Speech Services,16_64,NC12 Promo,Yes,1000,3,7567.0013
1000,Face,32_128,NV12s v3,Yes,1000,3,60907.6149
100,Speech Services,16_64,NC12 Promo,Yes,0,6,8781.7426
1000,Text Analytics,64_256,NC12,No,500,18,93385.357
50,Immersive Reader,32_128,None,No,0,12,3448.9187
250,None,16_64,NV12,Yes,500,6,18363.7626
750,Speaker,8_32,NC12 Promo,Yes,2000,12,43680.9908
750,Speaker,4_16,NV12s v3,No,500,3,44012.8109
750,Speaker,4_16,NV12s v3,Yes,500,6,44321.3018
1000,Face,4_16,None,No,5000,18,59123.0454
250,Speaker,16_64,NV12s v3,Yes,0,3,16305.1513
250,Speaker,64_256,NV12s v3,Yes,5000,3,20899.9995
1000,None,16_64,NV12s v3,No,100,6,60458.6526
750,Speaker,4_16,NV12s v3,Yes,1000,18,45561.2254
50,Immersive Reader,32_128,NC12,Yes,500,18,21621.7494
750,Face,4_16,None,No,1000,36,42988.9229
50,Speaker,4_16,NC12 Promo,Yes,500,18,5331.9654
100,Face,16_64,NV12,Yes,500,6,9780.6626
250,Speaker,4_16,NC12 Promo,Yes,2000,18,16791.8254
1000,None,64_256,NC12,Yes,500,3,64397.0095
50,Speech Services,16_64,NC12 Promo,Yes,1000,6,5937.3526
750,Speaker,64_256,NC12 Promo,Yes,1000,12,44714.3021
500,Immersive Reader,4_16,NC12,No,100,6,30597.6318
250,Speaker,16_64,NC12,Yes,1000,18,23083.7778
50,Speaker,16_64,NV12s v3,No,500,18,11030.4978
500,Immersive Reader,8_32,NC12,No,1000,18,33694.4708
500,Text Analytics,8_32,NC12,No,100,18,33675.4008
100,Immersive Reader,8_32,NC12 Promo,Yes,0,3,6941.2018
250,None,8_32,None,Yes,5000,18,18041.3308
50,None,4_16,None,No,5000,36,2930.1729
50,Face,16_64,NC12 Promo,Yes,500,6,5934.2526
500,Immersive Reader,64_256,NV12s v3,No,100,18,64167.287
500,Face,4_16,NC12 Promo,No,1000,18,31084.3754
250,Speaker,16_64,NV12s v3,No,100,6,17543.1426
250,Text Analytics,4_16,NC12 Promo,No,2000,6,15543.5718
100,Speaker,32_128,NC12 Promo,No,2000,6,12152.5898
250,Speech Services,16_64,NC12,Yes,1000,12,15915.9216
500,Speech Services,8_32,None,Yes,0,18,32321.7608
500,Speech Services,4_16,NC12 Promo,No,1000,3,29539.0609
250,None,64_256,NC12 Promo,No,0,12,16062.5521
50,Text Analytics,64_256,None,Yes,500,3,8671.2895
750,Face,32_128,NC12 Promo,Yes,500,6,49335.0698
500,Immersive Reader,64_256,None,No,2000,24,75031.916
500,Text Analytics,4_16,NV12,Yes,500,12,30269.1604
1000,Face,32_128,None,Yes,0,3,60141.4249
250,None,64_256,None,No,0,18,49095.947
750,Text Analytics,32_128,NC12,Yes,5000,6,50104.9598
250,Text Analytics,16_64,NV12,No,5000,18,23310.9678
100,Text Analytics,4_16,NV12,Yes,5000,18,9181.9654
1000,Speech Services,4_16,NC12 Promo,Yes,5000,18,59713.2954
500,None,4_16,NV12s v3,Yes,500,18,31231.0454
500,Immersive Reader,8_32,NV12s v3,No,5000,12,29525.3608
250,Speech Services,8_32,NC12 Promo,No,500,12,15034.9108
50,Text Analytics,4_16,None,No,500,3,3182.1109
250,Speaker,16_64,NV12,Yes,2000,3,17157.6413
100,Immersive Reader,8_32,None,Yes,100,6,6970.7336
50,Immersive Reader,8_32,NC12 Promo,Yes,1000,6,4713.7936
1000,Speaker,8_32,NC12,No,0,12,58722.2408
1000,None,8_32,NV12s v3,Yes,500,18,61701.8508
750,Text Analytics,8_32,NV12,No,2000,12,44651.1308
1000,Speech Services,8_32,NC12 Promo,No,500,6,59078.4336
100,Face,4_16,NV12,No,2000,12,7388.0404
250,Speaker,4_16,NC12,Yes,100,18,17528.8054
500,Text Analytics,8_32,NC12,No,500,18,33681.3708
50,Immersive Reader,64_256,None,No,1000,36,3659.7481
1000,Immersive Reader,64_256,NV12,Yes,100,12,59989.5821
100,Immersive Reader,16_64,None,No,2000,24,15613.3104
750,Text Analytics,64_256,NC12,Yes,100,3,50081.1095
1000,Text Analytics,4_16,None,Yes,1000,6,57874.3018
750,Text Analytics,64_256,NC12 Promo,Yes,500,3,49332.2095
250,Text Analytics,16_64,NC12 Promo,Yes,0,12,15143.4616
1000,Speech Services,32_128,NV12s v3,No,100,6,63791.6598
250,Speech Services,16_64,None,Yes,2000,6,16798.1426
1000,Face,8_32,None,Yes,2000,36,57343.4858
1000,None,4_16,None,Yes,5000,6,57886.2218
50,Immersive Reader,64_256,None,Yes,2000,12,4052.1921
100,Face,32_128,NV12s v3,Yes,2000,3,9397.8149
100,Immersive Reader,4_16,NC12,Yes,100,3,7393.2409
500,None,64_256,None,Yes,0,3,34417.5395
750,Speech Services,16_64,NC12,No,5000,18,51701.2778
750,None,32_128,NV12s v3,No,100,12,44263.8487
100,Face,64_256,NV12,No,0,3,13102.0395
250,Face,16_64,NC12,No,5000,12,15930.7016
100,Immersive Reader,4_16,NC12 Promo,Yes,100,18,8180.8254
100,None,64_256,NC12,Yes,500,6,18678.919
750,Speech Services,64_256,NC12 Promo,No,2000,6,55141.799
500,Immersive Reader,16_64,NC12 Promo,No,2000,6,31708.3326
250,Immersive Reader,8_32,NC12,No,500,6,16910.6436
250,Immersive Reader,32_128,NC12 Promo,Yes,500,6,20719.4798
500,Speech Services,8_32,NV12,Yes,100,18,33904.9608
500,None,16_64,None,No,1000,24,38496.1104
100,None,8_32,None,No,500,6,6969.5636
50,None,16_64,NC12,No,1000,12,4467.9816
250,Text Analytics,4_16,None,No,5000,36,14378.1129
1000,Text Analytics,32_128,NV12s v3,Yes,100,18,75386.9994
100,Immersive Reader,32_128,NC12 Promo,Yes,500,3,9234.6849
250,Face,4_16,NC12 Promo,No,5000,12,14995.5304
50,Immersive Reader,8_32,NV12,No,2000,12,4590.4608
1000,Immersive Reader,16_64,NC12 Promo,Yes,2000,3,59095.8613
1000,Face,16_64,NV12,No,100,3,60058.1213
100,Speech Services,16_64,NC12 Promo,No,1000,18,13728.6578
1000,Speaker,4_16,None,No,500,36,57304.3229
500,Speech Services,64_256,NV12,Yes,100,3,36000.7395
750,Text Analytics,16_64,NC12 Promo,Yes,5000,6,46017.0826
750,Immersive Reader,8_32,NC12 Promo,No,2000,6,44787.5636
500,Immersive Reader,4_16,NC12 Promo,No,5000,6,29866.6118
100,Speaker,64_256,NC12,No,1000,6,18699.169
100,Face,4_16,NV12,No,0,12,7364.4904
50,None,32_128,NV12,Yes,100,3,7344.0249
1000,Speech Services,4_16,None,No,100,24,59713.3172
500,Text Analytics,8_32,NV12,Yes,100,3,30820.0518
50,Text Analytics,64_256,None,No,2000,18,37671.557
1000,Speech Services,32_128,NC12,Yes,500,12,59179.1287
500,Face,32_128,NC12 Promo,No,1000,6,35031.0998
100,Face,64_256,None,Yes,0,18,40512.847
250,None,16_64,NC12,No,1000,6,18140.1626
500,Speaker,8_32,NV12s v3,No,500,3,30011.3718
50,Speech Services,32_128,NV12,No,0,18,21832.5394
500,Immersive Reader,16_64,NC12,No,500,6,32451.2826
750,Speech Services,64_256,NV12s v3,No,5000,12,44867.4221
500,Speech Services,8_32,NV12s v3,No,2000,6,30625.9836
250,Speaker,16_64,NC12 Promo,Yes,0,12,15157.7516
250,Immersive Reader,32_128,NC12,No,100,6,21468.3798
50,Immersive Reader,32_128,NV12s v3,No,2000,6,9438.9498
750,Text Analytics,4_16,NV12,Yes,500,18,46369.9154
100,Speaker,64_256,None,No,100,18,40529.937
50,None,8_32,None,Yes,2000,6,4119.5036
1000,Text Analytics,64_256,NV12,No,2000,3,64638.4895
250,Speaker,8_32,None,Yes,0,36,14401.5658
750,None,4_16,NV12,Yes,5000,3,44845.3409
1000,Speech Services,64_256,NC12,Yes,500,12,59758.8521
100,None,64_256,NV12s v3,Yes,100,12,7637.7421
100,Immersive Reader,8_32,NC12,No,0,18,10780.9808
500,Immersive Reader,16_64,None,No,500,18,36032.6278
1000,Speech Services,8_32,NC12,No,2000,6,59845.2236
1000,Speech Services,4_16,NC12,Yes,2000,6,59228.2418
50,Speech Services,64_256,NC12 Promo,No,5000,12,4644.1221
1000,Speaker,16_64,NV12s v3,Yes,0,6,60467.2826
50,Immersive Reader,32_128,NC12 Promo,Yes,0,3,6361.0749
50,Face,64_256,None,No,5000,18,37680.377
750,None,16_64,NV12,No,100,6,46977.6626
1000,Face,32_128,None,Yes,100,12,57828.0387
250,Face,4_16,NC12,No,100,18,17517.3754
500,Immersive Reader,8_32,NV12,No,500,3,30833.1618
1000,Speech Services,8_32,NC12 Promo,No,0,6,59066.8036
500,Face,32_128,NV12s v3,No,0,18,46764.3394
500,Face,32_128,NV12,Yes,0,6,35997.9398
750,Face,64_256,NC12,No,1000,12,45457.7421
100,Face,16_64,None,Yes,5000,18,13150.3278
750,Speech Services,64_256,NV12s v3,Yes,0,3,49476.0695
750,Speaker,16_64,NC12 Promo,No,2000,3,44793.0813
50,Speaker,8_32,NV12s v3,Yes,2000,3,4265.4118
250,None,8_32,None,No,1000,6,15561.4836
100,Speech Services,16_64,NC12,Yes,2000,6,9560.1626
500,Speaker,32_128,NV12s v3,Yes,100,12,29968.2087
500,Speaker,8_32,NV12,Yes,2000,3,30852.2318
1000,Speech Services,32_128,None,Yes,100,6,63043.0598
500,Immersive Reader,8_32,NV12s v3,Yes,1000,3,30010.1818
500,Speaker,4_16,NV12,Yes,2000,3,30543.7409
250,Speech Services,16_64,NV12s v3,No,500,3,16302.4913
100,Immersive Reader,4_16,NV12s v3,No,5000,3,6817.7109
100,Face,32_128,NC12 Promo,Yes,1000,12,6917.3187
750,Speaker,4_16,NV12s v3,Yes,500,18,45555.2654
750,Text Analytics,64_256,NC12,Yes,0,18,79063.797
100,Speaker,8_32,NC12 Promo,No,1000,12,6469.2008
750,Immersive Reader,4_16,NC12,Yes,1000,12,44362.6304
750,Speaker,4_16,NC12 Promo,Yes,1000,12,43614.9104
250,Face,32_128,NV12s v3,Yes,100,3,17965.8849
100,Speech Services,16_64,NV12s v3,Yes,2000,12,6736.5416
50,None,64_256,NC12 Promo,Yes,5000,18,38270.627
750,Speech Services,8_32,NC12,No,100,3,44900.4218
500,None,8_32,NV12,Yes,5000,3,30843.9018
1000,Speech Services,4_16,NC12,No,0,18,60438.6554
50,Immersive Reader,4_16,NC12 Promo,Yes,500,6,4090.8518
750,Text Analytics,16_64,NV12,Yes,1000,3,45757.2613
250,None,32_128,NV12s v3,No,2000,18,32475.0894
50,Speaker,32_128,None,Yes,5000,3,5804.6249
1000,Speech Services,4_16,None,Yes,500,24,59719.2872
750,Text Analytics,32_128,NC12 Promo,Yes,2000,6,49344.1298
50,Text Analytics,64_256,NC12 Promo,Yes,2000,3,9276.3195
500,Speech Services,64_256,NC12,Yes,100,12,31133.0221
50,Speaker,64_256,NC12 Promo,No,0,3,9267.0595
50,None,32_128,NC12,Yes,1000,3,7126.3949
750,Speech Services,8_32,None,Yes,500,24,47877.2844
50,Face,16_64,NV12,Yes,100,18,11842.0378
50,None,8_32,NC12,Yes,1000,18,7929.4508
1000,Speaker,64_256,None,Yes,100,36,58032.7081
50,Text Analytics,4_16,None,No,0,18,4712.9354
100,None,16_64,NC12 Promo,No,2000,18,13734.6178
750,Speech Services,16_64,NC12 Promo,Yes,5000,18,50946.4078
100,Immersive Reader,8_32,NC12 Promo,No,500,3,6952.8318
750,Immersive Reader,64_256,None,No,0,24,89318.296
1000,None,16_64,NV12s v3,Yes,5000,3,59250.1713
50,Text Analytics,32_128,NC12,Yes,5000,12,4819.2687
750,None,4_16,NC12 Promo,Yes,1000,3,43848.9909
250,Speaker,16_64,NC12,No,100,3,16910.1913
250,Speech Services,64_256,None,Yes,500,12,15481.0721
50,Speaker,32_128,NV12,No,1000,3,7370.2449
100,Speaker,16_64,None,Yes,500,6,8214.5526
1000,None,4_16,NV12,No,5000,18,60697.7254
250,Text Analytics,8_32,NV12,Yes,100,3,16510.1118
500,Text Analytics,32_128,NC12 Promo,No,2000,3,32135.3649
50,Face,64_256,NC12 Promo,Yes,5000,6,15082.809
250,None,16_64,NV12,Yes,0,18,23281.4578
500,None,64_256,NV12s v3,Yes,0,18,64154.487
100,Speaker,64_256,None,No,0,12,6897.7721
100,Face,4_16,NC12 Promo,No,500,6,6948.5518
1000,Speaker,4_16,NV12,No,500,6,59460.1718
100,Immersive Reader,16_64,NV12s v3,No,2000,3,7735.5913
750,Face,64_256,NV12s v3,No,2000,3,49502.4795
1000,Face,4_16,NC12,No,500,6,59219.1818
1000,Text Analytics,4_16,NC12 Promo,Yes,0,6,58449.8218
500,Speaker,64_256,NC12,Yes,2000,6,41601.029
50,Text Analytics,32_128,None,No,1000,36,3266.0859
250,Speech Services,32_128,NV12s v3,Yes,1000,12,15655.9087
1000,Speaker,8_32,NV12,Yes,0,12,58951.8008
100,Immersive Reader,4_16,NV12,Yes,0,18,9159.5954
250,Immersive Reader,16_64,NV12,No,2000,12,16158.5816
50,Face,64_256,NV12,Yes,100,6,16043.389
1000,Text Analytics,8_32,NC12,Yes,100,12,58713.6108
250,Immersive Reader,64_256,NV12s v3,No,5000,3,20892.8495
250,Speech Services,32_128,None,No,5000,3,17238.2749
250,Text Analytics,64_256,NC12 Promo,Yes,100,3,20706.3695
1000,Text Analytics,16_64,NC12,Yes,1000,3,59837.6313
1000,Face,16_64,NC12 Promo,Yes,5000,6,60329.8726
250,Immersive Reader,64_256,NC12,No,1000,12,16842.1521
750,Speech Services,32_128,NC12,No,1000,12,44875.1587
750,Face,16_64,NC12 Promo,Yes,2000,18,50943.3078
1000,None,64_256,NV12s v3,No,500,12,59159.4721
100,Speaker,32_128,NC12 Promo,No,500,12,6922.7887
750,Immersive Reader,64_256,None,Yes,500,6,54543.909
1000,Text Analytics,32_128,NC12,No,0,12,59167.4987
250,Speaker,32_128,NC12 Promo,Yes,1000,6,20732.5898
50,Text Analytics,4_16,None,No,5000,6,3508.4818
100,Face,16_64,NV12s v3,Yes,0,18,13869.4178
750,Face,8_32,NV12,Yes,0,18,48212.0908
750,Speech Services,32_128,NC12,No,5000,3,47206.1249
750,Speaker,8_32,NV12,Yes,2000,3,45162.1618
1000,Immersive Reader,16_64,NV12,Yes,1000,3,60074.3313
750,Speech Services,16_64,NV12,No,0,12,44747.7616
750,Speech Services,64_256,NC12 Promo,Yes,500,6,55129.879
50,Speaker,16_64,NV12,Yes,2000,12,4717.7916
1000,Immersive Reader,4_16,NC12,Yes,500,12,58666.6004
750,Immersive Reader,8_32,NC12 Promo,No,500,18,47243.5708
50,Text Analytics,16_64,NV12s v3,Yes,100,6,6080.9126
50,Speech Services,32_128,NC12,Yes,5000,6,10037.1498
1000,Text Analytics,8_32,None,Yes,5000,12,57389.4808
100,Immersive Reader,8_32,NV12,Yes,1000,18,11028.1308
500,Immersive Reader,8_32,None,No,500,6,29872.6036
100,Text Analytics,16_64,NC12 Promo,Yes,1000,3,7567.0013
250,Speech Services,64_256,NV12,Yes,5000,12,17076.4921
750,Immersive Reader,4_16,NC12 Promo,No,5000,18,45410.5054
750,Speech Services,16_64,NV12,No,2000,12,44771.3116
250,Face,4_16,NC12 Promo,No,1000,6,15540.4718
100,Immersive Reader,16_64,NV12s v3,No,500,6,8956.0026
100,Speaker,64_256,NV12,Yes,5000,18,42131.327
250,Speaker,64_256,NC12 Promo,Yes,1000,6,26530.259
50,Speech Services,64_256,NC12,Yes,1000,3,10025.2295
750,Speech Services,32_128,None,Yes,2000,24,66144.0292
500,Speaker,8_32,None,No,5000,6,29897.6336
750,Face,8_32,NV12,Yes,0,12,44630.4408
100,Speaker,16_64,NC12 Promo,No,1000,3,7581.2913
250,None,4_16,None,No,100,36,14354.2629
500,Speaker,8_32,NC12,No,5000,6,31245.6136
500,Speaker,32_128,NV12s v3,Yes,1000,12,29980.1387
100,Text Analytics,8_32,NC12,No,500,12,7203.8208
1000,Speaker,8_32,NV12,No,500,12,58963.4308
1000,None,8_32,NV12,Yes,500,12,58949.1408
250,Speaker,4_16,None,Yes,500,18,16186.7954
250,Speaker,8_32,NC12,No,1000,3,16306.7718
500,Speech Services,64_256,NV12s v3,No,2000,18,64178.037
1000,None,8_32,None,Yes,0,36,57317.0758
50,None,16_64,NC12 Promo,Yes,1000,12,3713.1116
50,Immersive Reader,8_32,NV12,Yes,1000,6,5698.2236
500,Text Analytics,64_256,NV12s v3,No,5000,6,40993.319
1000,None,16_64,None,No,1000,24,67115.9704
750,None,64_256,NV12s v3,Yes,100,6,55279.399
50,Immersive Reader,32_128,NV12s v3,Yes,2000,18,21034.2894
50,None,32_128,NC12 Promo,No,100,12,4040.5487
1000,Text Analytics,4_16,NC12,Yes,2000,12,58671.3804
500,Text Analytics,64_256,NV12s v3,No,500,12,30539.6121
100,Speaker,4_16,NV12s v3,No,100,12,6552.6404
500,None,64_256,None,Yes,1000,3,34435.1295
500,Speaker,8_32,None,Yes,100,3,29256.8018
500,Speech Services,4_16,NC12,Yes,0,6,30584.8318
250,Immersive Reader,64_256,None,Yes,0,18,49103.087
100,None,8_32,NV12,Yes,0,3,7918.4918
250,Speech Services,32_128,NV12,Yes,100,12,16472.9187
250,Speech Services,8_32,NC12,No,100,18,19365.4608
500,Text Analytics,32_128,NV12,Yes,500,12,30788.8287
100,Speech Services,32_128,NV12,Yes,500,3,10211.9749
250,None,16_64,NV12s v3,Yes,2000,3,16314.4113
750,Speaker,32_128,NV12s v3,Yes,100,18,61091.3594
1000,Immersive Reader,4_16,None,Yes,500,12,57318.6204
100,Text Analytics,32_128,NV12,Yes,5000,6,13128.6898
1000,Speaker,32_128,NC12,Yes,5000,6,64429.1798
1000,Face,16_64,NV12,Yes,500,12,59072.1816
1000,None,64_256,NV12,Yes,2000,12,60000.3321
50,None,16_64,None,Yes,100,24,12726.3004
750,Speaker,32_128,NV12,No,100,6,50324.9598
50,Immersive Reader,8_32,NV12s v3,No,0,6,4851.6936
250,Speaker,64_256,NV12,Yes,5000,18,50717.287
500,Face,64_256,NV12s v3,No,0,18,64157.347
250,Face,32_128,NC12,Yes,100,18,33059.4394
750,Text Analytics,64_256,NV12,No,1000,12,45684.4421
500,Speaker,32_128,None,No,100,18,46032.8294
250,Immersive Reader,32_128,NV12,Yes,5000,3,18822.9549
100,Immersive Reader,4_16,NV12s v3,Yes,100,3,6793.8609
50,Speech Services,64_256,NC12 Promo,No,100,18,38246.777
500,None,64_256,None,Yes,1000,36,29410.4881
50,None,32_128,NC12 Promo,Yes,100,3,6359.5949
750,Text Analytics,16_64,NV12s v3,Yes,1000,3,44928.3213
50,Speech Services,16_64,None,No,500,18,10267.6078
250,Face,4_16,NV12s v3,No,1000,3,15387.4709
500,Speech Services,16_64,NV12,Yes,100,12,30443.4916
1000,None,32_128,NV12s v3,No,1000,18,75398.9294
250,None,64_256,NV12,Yes,5000,12,17076.4921
250,Speech Services,4_16,NC12,No,100,12,15723.6904
500,Face,32_128,NV12s v3,No,100,12,29956.7787
250,Face,4_16,NC12 Promo,No,5000,6,15552.3918
100,Text Analytics,16_64,None,No,0,24,15582.6204
1000,None,64_256,NC12,No,0,18,93373.727
250,Immersive Reader,8_32,NC12 Promo,Yes,100,18,18617.7308
1000,None,32_128,NV12,Yes,0,18,76210.2794
50,None,4_16,NC12,Yes,5000,18,6090.4254
100,Immersive Reader,4_16,NV12s v3,Yes,500,18,8342.2854
750,Text Analytics,16_64,NV12s v3,Yes,1000,18,51089.9778
1000,Face,4_16,None,No,2000,3,57574.6309
100,Speaker,4_16,NC12,Yes,5000,12,7175.8704
750,Face,4_16,NC12 Promo,No,100,18,45382.3754
100,Speaker,8_32,NC12 Promo,Yes,2000,6,7588.8836
750,Immersive Reader,8_32,NC12 Promo,Yes,1000,18,47249.5308
500,Immersive Reader,4_16,NV12s v3,Yes,100,18,31232.2154
750,Face,64_256,NC12 Promo,No,0,3,49323.4395
1000,None,16_64,NV12s v3,Yes,1000,12,58246.3416
500,Immersive Reader,8_32,NV12s v3,No,0,18,33077.5008
1000,Speech Services,64_256,NC12 Promo,Yes,0,3,63630.5095
500,Face,16_64,NV12s v3,No,500,18,36776.9478
50,Speaker,16_64,None,No,100,6,5346.6026
250,Immersive Reader,16_64,NV12,Yes,2000,3,17150.4913
500,Speech Services,16_64,NC12 Promo,Yes,0,3,30445.3113
250,Face,4_16,None,No,500,6,14941.4018
250,Speech Services,32_128,None,No,100,18,31708.5994
100,Speech Services,8_32,NV12s v3,Yes,1000,3,7107.1418
50,Speaker,8_32,NC12 Promo,Yes,0,12,3589.6308
50,Speech Services,4_16,NC12,No,0,6,4826.9518
250,Face,16_64,NC12 Promo,No,100,3,16143.8913
50,Face,32_128,NC12 Promo,Yes,2000,3,6380.3449
500,Text Analytics,16_64,None,Yes,500,36,28786.1916
500,Immersive Reader,16_64,None,Yes,5000,18,36050.5078
500,Immersive Reader,32_128,NC12,Yes,5000,12,30584.2887
500,Face,8_32,NC12,No,100,18,33678.2608
1000,Immersive Reader,8_32,None,No,100,24,62188.3844
1000,Immersive Reader,64_256,NV12s v3,No,5000,12,59184.4921
1000,Face,32_128,NC12,No,100,18,75989.2394
100,Immersive Reader,16_64,NC12,Yes,0,6,9543.7526
1000,None,64_256,None,Yes,1000,36,58030.3481
50,Text Analytics,8_32,None,No,2000,36,2962.8858
50,Speaker,8_32,NV12,No,5000,18,8185.2208
500,None,8_32,NC12 Promo,Yes,100,12,29338.8808
500,Speaker,16_64,NC12 Promo,No,500,3,30471.2313
500,Speaker,64_256,NC12,Yes,0,6,41577.479
50,Speech Services,8_32,NC12,Yes,2000,18,7935.4108
750,Speech Services,32_128,NV12s v3,Yes,0,18,61071.4094
100,Face,64_256,None,Yes,1000,36,6517.4481
500,Speaker,32_128,NV12s v3,No,100,12,29968.2087
750,Face,4_16,NV12s v3,Yes,500,12,43753.0104
750,Speaker,16_64,NC12 Promo,No,500,6,46013.4926
50,Speech Services,16_64,NV12s v3,Yes,2000,18,11028.1278
750,Text Analytics,4_16,NC12 Promo,Yes,100,12,43588.6904
750,Immersive Reader,4_16,NV12,No,500,3,44834.6009
250,Text Analytics,16_64,NV12s v3,Yes,1000,12,15316.5416
750,Speech Services,16_64,NV12s v3,Yes,0,18,51072.3878
750,Speaker,4_16,None,No,5000,6,43590.5818
250,Text Analytics,32_128,None,Yes,2000,12,14913.2687
100,Face,16_64,NC12,No,5000,18,14498.3078
100,Speaker,4_16,None,No,2000,3,6070.3009
1000,Immersive Reader,64_256,NC12 Promo,No,1000,3,63655.2395
100,Speaker,64_256,NV12s v3,No,2000,12,7669.9221
250,None,4_16,NV12s v3,Yes,2000,6,15699.0618
250,None,32_128,NC12 Promo,No,2000,6,20724.2598
100,Speaker,4_16,None,No,500,6,6366.8718
100,Speaker,8_32,NC12 Promo,No,500,12,6463.2408
750,Speaker,16_64,None,No,0,36,43098.7816
1000,Speaker,4_16,NC12,Yes,100,12,58667.7804
100,None,16_64,NC12 Promo,Yes,5000,12,6587.0116
50,Text Analytics,4_16,NV12s v3,Yes,100,18,5467.1954
750,Immersive Reader,4_16,NV12s v3,No,1000,18,45554.0754
500,Immersive Reader,4_16,NV12s v3,No,0,3,29684.1009
50,Immersive Reader,4_16,NC12 Promo,No,5000,12,3551.8704
1000,Speaker,8_32,NC12,Yes,0,18,62303.8908
50,Speech Services,32_128,NC12 Promo,Yes,5000,3,6383.4449
750,Face,64_256,NV12,No,500,12,45681.3421
750,Text Analytics,4_16,NV12,Yes,100,3,44821.4909
250,Speaker,8_32,NC12 Promo,Yes,5000,18,18648.7308
750,Speech Services,8_32,NC12,No,100,12,44403.6808
50,Speaker,16_64,NC12,Yes,100,18,11623.9078
